ticket_id,account_id,created_at,status,priority,closed_at
1897,110,2025-09-23,solved,low,2025-10-01
1898,96,2025-11-18,closed,low,2025-11-26
1899,94,2025-12-30,solved,low,2026-01-07
1900,55,2025-11-28,pending,urgent,
1901,44,2026-01-21,pending,low,
1902,11,2025-10-13,closed,low,2025-10-23
1903,7,2025-12-03,solved,medium,2025-12-12
1904,74,2025-10-06,solved,low,2025-10-15
1905,44,2026-01-20,closed,medium,2026-01-26
1906,28,2026-03-12,open,low,
1907,61,2025-10-29,closed,medium,2025-11-04
1908,116,2026-03-11,open,medium,
1909,99,2025-10-13,closed,medium,2025-10-22
1910,78,2026-03-02,solved,medium,2026-03-07
1911,94,2025-11-29,pending,high,
1912,6,2025-10-06,closed,medium,2025-10-09
1913,32,2025-10-30,solved,low,2025-11-11
1914,42,2025-12-11,solved,low,2025-12-22
1915,58,2025-12-17,pending,high,
1916,45,2026-01-23,solved,medium,2026-01-29
1917,3,2026-01-22,pending,urgent,
1918,93,2026-01-04,open,high,
1919,26,2025-12-21,closed,low,2025-12-28
1920,56,2026-03-08,pending,low,
1921,49,2026-02-26,closed,medium,2026-03-04
1922,17,2026-02-21,solved,high,2026-03-01
1923,96,2026-01-10,solved,medium,2026-01-17
1924,53,2025-10-10,closed,medium,2025-10-16
1925,35,2025-12-28,solved,medium,2026-01-02
1926,110,2025-12-12,open,low,
1927,40,2025-09-21,solved,low,2025-09-30
1928,55,2025-10-27,solved,medium,2025-11-03
1929,55,2026-02-28,solved,low,2026-03-11
1930,56,2026-01-15,open,medium,
1931,15,2025-10-05,open,medium,
1932,115,2026-03-05,closed,medium,2026-03-10
1933,34,2026-02-11,solved,low,2026-02-19
1934,77,2026-02-20,open,high,
1935,100,2026-01-01,closed,medium,2026-01-06
1936,86,2025-12-28,closed,low,2026-01-07
1937,53,2025-12-22,closed,high,2025-12-23
1938,108,2026-01-19,closed,low,2026-01-27
1939,93,2025-11-15,solved,medium,2025-11-25
1940,3,2026-01-04,pending,urgent,
1941,7,2025-12-25,pending,high,
1942,76,2025-12-27,solved,high,2025-12-29
1943,56,2025-12-06,solved,low,2025-12-16
1944,116,2026-02-22,closed,medium,2026-03-01
1945,57,2025-12-14,solved,low,2025-12-22
1946,39,2026-03-01,closed,low,2026-03-11
1947,79,2025-11-04,open,medium,
1948,45,2025-10-17,solved,low,2025-10-27
1949,10,2025-12-26,closed,medium,2026-01-02
1950,20,2026-01-17,solved,high,2026-01-18
1951,88,2025-12-02,closed,low,2025-12-10
1952,72,2025-10-28,solved,low,2025-11-05
1953,111,2025-12-12,pending,low,
1954,91,2025-10-19,solved,high,2025-10-28
1955,101,2025-11-09,closed,low,2025-11-14
1956,7,2025-10-23,solved,medium,2025-10-27
1957,98,2025-09-28,pending,low,
1958,120,2026-02-12,open,medium,
1959,33,2025-11-24,open,medium,
1960,49,2026-02-13,closed,low,2026-02-23
1961,9,2026-03-08,pending,low,
1962,19,2026-02-18,open,low,
1963,13,2025-12-04,solved,medium,2025-12-11
1964,39,2025-12-29,solved,medium,2026-01-05
1965,57,2025-09-22,closed,urgent,2025-09-23
1966,107,2025-10-14,closed,low,2025-10-24
1967,11,2026-02-13,solved,low,2026-02-22
1968,12,2026-01-12,solved,high,2026-01-16
1969,102,2025-12-10,closed,medium,2025-12-17
1970,102,2025-09-14,closed,low,2025-09-26
1971,12,2026-02-04,closed,high,2026-02-12
1972,44,2025-12-12,closed,low,2025-12-24
1973,63,2025-09-29,pending,urgent,
1974,94,2025-10-28,open,medium,
1975,71,2025-12-02,solved,medium,2025-12-08
1976,57,2026-03-08,closed,high,2026-03-10
1977,95,2025-09-26,solved,medium,2025-10-04
1978,108,2026-02-14,closed,low,2026-02-23
1979,48,2025-11-15,solved,low,2025-11-21
1980,9,2025-12-05,open,urgent,
1981,48,2026-02-17,open,low,
1982,113,2025-10-10,closed,urgent,2025-10-10
1983,97,2025-11-22,open,medium,
1984,53,2025-10-17,solved,low,2025-10-25
1985,75,2025-11-19,pending,low,
1986,25,2026-03-03,solved,high,2026-03-03
1987,73,2025-11-16,open,low,
1988,69,2026-01-04,pending,low,
1989,14,2026-03-09,pending,low,
1990,100,2026-01-20,open,medium,
1991,93,2025-10-06,open,low,
1992,42,2026-02-20,closed,low,2026-03-05
1993,6,2025-10-15,solved,low,2025-10-27
1994,85,2025-10-14,closed,medium,2025-10-20
1995,120,2025-11-10,solved,medium,2025-11-14
1996,62,2026-01-09,closed,medium,2026-01-17
1997,90,2026-02-09,open,low,
1998,81,2025-11-07,solved,medium,2025-11-14
1999,83,2025-10-01,solved,low,2025-10-12
2000,2,2025-09-17,solved,medium,2025-09-24
2001,8,2025-11-06,solved,medium,2025-11-12
2002,111,2026-02-18,solved,high,2026-02-21
2003,88,2026-01-19,closed,low,2026-01-26
2004,75,2025-09-26,closed,medium,2025-10-02
2005,99,2025-12-12,closed,medium,2025-12-20
2006,117,2025-09-17,solved,low,2025-09-24
2007,119,2025-12-24,solved,medium,2025-12-30
2008,25,2026-02-19,solved,high,2026-02-19
2009,9,2025-10-25,closed,low,2025-11-04
2010,16,2026-01-20,solved,medium,2026-01-29
2011,19,2026-02-23,solved,medium,2026-03-01
2012,81,2025-10-02,closed,medium,2025-10-06
2013,24,2025-11-08,solved,low,2025-11-19
2014,114,2026-02-12,closed,high,2026-02-17
2015,14,2026-02-10,closed,medium,2026-02-16
2016,92,2025-09-25,pending,high,
2017,39,2025-11-27,open,high,
2018,12,2025-12-07,open,low,
2019,8,2026-02-16,closed,urgent,2026-02-18
2020,49,2025-12-08,closed,low,2025-12-14
2021,80,2026-02-06,solved,medium,2026-02-14
2022,6,2025-10-09,closed,medium,2025-10-18
2023,11,2025-09-15,closed,low,2025-09-23
2024,102,2025-12-05,closed,low,2025-12-13
2025,70,2026-02-08,open,medium,
2026,78,2026-02-16,open,low,
2027,6,2026-02-08,solved,urgent,2026-02-08
2028,15,2026-03-08,open,low,
2029,118,2026-02-01,open,low,
2030,25,2025-12-17,solved,low,2025-12-23
2031,58,2026-01-15,solved,urgent,2026-01-16
2032,34,2025-11-03,solved,medium,2025-11-09
2033,50,2026-03-08,pending,low,
2034,108,2026-01-23,open,low,
2035,82,2025-10-06,closed,medium,2025-10-11
2036,64,2025-11-23,solved,medium,2025-12-02
2037,73,2026-02-05,solved,low,2026-02-13
2038,4,2025-09-26,closed,medium,2025-10-03
2039,75,2025-09-17,solved,medium,2025-09-26
2040,66,2026-03-05,open,low,
2041,55,2026-03-10,open,urgent,
2042,104,2025-10-13,solved,medium,2025-10-21
2043,29,2025-11-20,closed,urgent,2025-11-20
2044,112,2025-12-08,solved,low,2025-12-19
2045,102,2026-01-07,closed,low,2026-01-17
2046,94,2025-10-04,pending,low,
2047,64,2025-09-17,closed,low,2025-09-24
2048,18,2025-11-01,open,medium,
2049,32,2025-09-27,open,urgent,
2050,21,2025-12-11,pending,low,
2051,10,2025-12-22,pending,medium,
2052,60,2026-02-27,pending,medium,
2053,107,2026-02-28,solved,high,2026-03-08
2054,41,2025-09-21,closed,medium,2025-09-28
2055,104,2025-11-27,open,high,
2056,42,2026-03-05,open,urgent,
2057,30,2025-09-24,open,high,
2058,119,2026-01-28,solved,medium,2026-02-03
2059,35,2025-12-18,solved,medium,2025-12-22
2060,4,2026-01-18,closed,low,2026-01-29
2061,36,2025-12-06,solved,medium,2025-12-15
2062,117,2025-12-10,closed,medium,2025-12-17
2063,105,2025-09-24,closed,medium,2025-09-30
2064,20,2026-01-26,solved,medium,2026-02-01
2065,55,2026-02-21,closed,medium,2026-02-28
2066,93,2026-01-07,solved,urgent,2026-01-07
2067,55,2026-03-03,closed,medium,2026-03-08
2068,4,2025-11-09,open,low,
2069,110,2025-09-14,pending,low,
2070,73,2026-02-07,solved,medium,2026-02-18
2071,48,2025-09-29,solved,low,2025-10-10
2072,50,2025-11-03,closed,medium,2025-11-06
2073,20,2026-01-21,closed,low,2026-01-29
2074,41,2025-09-17,pending,medium,
2075,85,2025-12-25,pending,low,
2076,10,2025-12-04,pending,low,
2077,102,2025-11-04,solved,low,2025-11-12
2078,35,2025-10-14,solved,low,2025-10-23
2079,16,2026-01-08,closed,medium,2026-01-13
2080,58,2026-02-14,closed,low,2026-02-20
2081,79,2025-09-30,solved,high,2025-09-30
2082,12,2025-10-01,closed,low,2025-10-11
2083,11,2025-10-03,solved,medium,2025-10-09
2084,93,2026-02-22,solved,high,2026-02-25
2085,42,2026-02-26,solved,high,2026-02-26
2086,111,2025-09-23,pending,low,
2087,48,2025-11-24,solved,high,2025-11-26
2088,31,2026-02-10,solved,medium,2026-02-19
2089,71,2025-10-23,solved,medium,2025-11-02
2090,101,2025-12-28,solved,medium,2026-01-01
2091,31,2026-01-02,solved,low,2026-01-11
2092,32,2026-03-07,open,high,
2093,68,2026-01-21,closed,medium,2026-01-29
2094,7,2025-12-27,pending,low,
2095,51,2025-11-10,solved,high,2025-11-13
2096,79,2026-01-30,solved,medium,2026-02-05
2097,50,2026-02-16,open,low,
2098,28,2025-12-12,solved,low,2025-12-21
2099,16,2025-11-23,solved,medium,2025-12-01
2100,96,2025-09-16,solved,urgent,2025-09-17
2101,67,2025-09-13,pending,medium,
2102,105,2025-11-18,solved,medium,2025-11-21
2103,2,2026-01-07,solved,medium,2026-01-16
2104,2,2025-12-28,solved,low,2026-01-05
2105,85,2025-10-15,open,low,
2106,16,2025-10-07,closed,urgent,2025-10-09
2107,89,2025-12-16,closed,low,2025-12-28
2108,111,2025-11-19,open,medium,
2109,90,2026-01-12,open,high,
2110,82,2025-12-04,solved,high,2025-12-10
2111,9,2025-10-09,solved,low,2025-10-14
2112,97,2025-09-28,pending,medium,
2113,92,2025-12-28,solved,medium,2026-01-02
2114,22,2025-10-25,open,urgent,
2115,114,2026-01-11,open,low,
2116,101,2025-10-01,pending,medium,
2117,48,2026-02-28,closed,medium,2026-03-10
2118,13,2025-11-28,closed,low,2025-12-07
2119,35,2025-11-30,open,low,
2120,44,2025-09-24,closed,low,2025-10-06
2121,76,2025-11-13,closed,high,2025-11-16
2122,45,2026-03-07,open,low,
2123,59,2026-02-14,closed,medium,2026-02-23
2124,106,2025-10-24,solved,medium,2025-10-30
2125,96,2025-10-26,solved,medium,2025-11-03
2126,44,2025-10-26,closed,low,2025-11-05
2127,77,2026-02-21,solved,low,2026-03-05
2128,64,2026-03-05,solved,urgent,2026-03-07
2129,8,2025-11-29,solved,medium,2025-12-03
2130,76,2025-09-29,solved,medium,2025-10-07
2131,38,2025-11-04,open,low,
2132,79,2026-03-04,closed,medium,2026-03-08
2133,107,2026-01-22,closed,low,2026-01-31
2134,84,2025-12-04,closed,medium,2025-12-11
2135,118,2025-09-29,pending,medium,
2136,92,2025-11-14,closed,medium,2025-11-18
2137,2,2026-01-21,solved,high,2026-01-22
2138,86,2025-09-25,solved,high,2025-09-26
2139,4,2026-03-01,closed,high,2026-03-05
2140,112,2025-09-21,closed,high,2025-09-23
2141,112,2025-09-22,pending,low,
2142,59,2026-02-28,solved,medium,2026-03-05
2143,37,2025-11-15,solved,high,2025-11-20
2144,34,2026-02-05,solved,low,2026-02-13
2145,14,2026-03-07,closed,urgent,2026-03-10
2146,26,2026-01-27,solved,medium,2026-02-02
2147,42,2026-03-09,pending,medium,
2148,71,2026-02-05,open,low,
2149,3,2025-12-24,solved,medium,2026-01-02
2150,111,2025-10-02,closed,medium,2025-10-14
2151,67,2025-11-02,closed,medium,2025-11-08
2152,73,2026-02-25,closed,low,2026-03-05
2153,17,2025-12-16,closed,urgent,2025-12-16
2154,73,2025-09-29,solved,high,2025-10-04
2155,104,2026-03-01,open,high,
2156,98,2025-10-03,closed,urgent,2025-10-07
2157,6,2026-02-18,solved,medium,2026-02-22
2158,20,2025-09-29,closed,low,2025-10-09
2159,78,2026-01-04,solved,medium,2026-01-12
2160,101,2025-11-08,open,low,
2161,7,2025-10-02,solved,high,2025-10-05
2162,62,2025-11-18,solved,low,2025-11-27
2163,12,2025-12-16,solved,low,2025-12-26
2164,51,2025-12-12,closed,medium,2025-12-18
2165,93,2025-12-01,solved,medium,2025-12-08
2166,66,2026-02-11,pending,low,
2167,106,2026-03-11,open,low,
2168,38,2025-09-26,solved,medium,2025-10-05
2169,19,2026-03-06,closed,medium,2026-03-07
2170,60,2026-02-15,solved,medium,2026-02-23
2171,41,2025-09-18,closed,low,2025-09-27
2172,89,2026-01-05,open,medium,
2173,2,2025-10-08,solved,medium,2025-10-16
2174,81,2025-12-09,solved,urgent,2025-12-11
2175,69,2025-12-20,solved,high,2025-12-23
2176,9,2025-10-31,closed,medium,2025-11-03
2177,5,2026-01-15,pending,low,
2178,76,2025-12-23,solved,high,2025-12-30
2179,78,2026-03-07,closed,medium,2026-03-12
2180,89,2026-01-14,open,medium,
2181,37,2025-09-20,closed,medium,2025-09-24
2182,13,2025-09-30,pending,medium,
2183,62,2025-12-12,closed,urgent,2025-12-12
2184,24,2025-12-06,solved,low,2025-12-13
2185,35,2026-02-14,closed,medium,2026-02-24
2186,106,2026-03-01,solved,urgent,2026-03-03
2187,74,2025-09-14,closed,medium,2025-09-22
2188,95,2025-10-12,solved,medium,2025-10-18
2189,12,2025-09-24,solved,low,2025-10-08
2190,22,2025-12-29,solved,medium,2026-01-01
2191,20,2026-03-06,closed,high,2026-03-10
2192,92,2026-01-21,pending,low,
2193,6,2026-03-11,pending,low,
2194,98,2026-01-04,pending,urgent,
2195,85,2026-02-11,open,medium,
2196,111,2026-03-11,pending,low,
2197,72,2025-09-30,open,medium,
2198,50,2026-02-26,solved,high,2026-03-03
2199,35,2025-12-16,pending,high,
2200,79,2025-11-29,solved,medium,2025-12-04
2201,113,2025-11-09,open,medium,
2202,91,2026-02-08,closed,high,2026-02-08
2203,92,2025-12-02,open,low,
2204,48,2026-01-29,solved,high,2026-02-03
2205,1,2026-02-07,pending,medium,
2206,47,2026-02-25,solved,low,2026-03-05
2207,88,2025-09-25,closed,low,2025-10-03
2208,54,2026-02-24,solved,medium,2026-03-01
2209,15,2026-01-17,solved,low,2026-01-27
2210,58,2025-12-16,solved,medium,2025-12-21
2211,105,2025-11-14,pending,medium,
2212,80,2025-12-25,solved,medium,2026-01-02
2213,26,2026-01-22,open,medium,
2214,78,2026-02-15,solved,high,2026-02-18
2215,29,2025-12-01,solved,low,2025-12-12
2216,111,2025-10-05,open,medium,
2217,9,2026-01-25,pending,low,
2218,1,2025-10-01,closed,low,2025-10-07
2219,106,2025-12-23,solved,high,2025-12-26
2220,99,2025-11-17,closed,low,2025-11-24
2221,12,2025-09-14,solved,low,2025-09-25
2222,98,2025-10-13,solved,urgent,2025-10-15
2223,59,2025-09-27,closed,medium,2025-10-04
2224,73,2025-10-10,closed,medium,2025-10-19
2225,44,2025-12-16,open,low,
2226,94,2026-03-11,open,medium,
2227,70,2026-03-03,solved,medium,2026-03-09
2228,26,2026-01-22,solved,high,2026-01-26
2229,118,2025-11-10,solved,low,2025-11-18
2230,70,2025-12-14,solved,low,2025-12-21
2231,26,2026-02-24,solved,medium,2026-03-02
2232,55,2025-10-30,closed,low,2025-11-08
2233,89,2026-01-06,open,medium,
2234,43,2026-01-03,open,medium,
2235,93,2025-10-17,open,medium,
2236,86,2025-12-31,solved,low,2026-01-09
2237,7,2025-10-17,solved,medium,2025-10-23
2238,82,2025-10-05,solved,medium,2025-10-09
2239,49,2026-01-14,solved,high,2026-01-18
2240,54,2026-02-21,open,high,
2241,71,2026-01-25,open,medium,
2242,5,2025-11-07,open,urgent,
2243,63,2026-01-25,pending,medium,
2244,71,2025-11-07,pending,low,
2245,79,2025-12-24,solved,low,2025-12-31
2246,3,2026-03-03,closed,low,2026-03-10
2247,13,2026-02-14,closed,medium,2026-02-19
2248,13,2025-12-13,solved,low,2025-12-23
2249,93,2026-02-11,solved,low,2026-02-22
2250,102,2025-10-28,solved,medium,2025-11-03
2251,54,2026-02-26,pending,medium,
2252,47,2025-09-24,closed,medium,2025-10-02
2253,98,2025-11-06,pending,medium,
2254,111,2025-11-22,closed,medium,2025-11-29
2255,32,2026-01-11,pending,medium,
2256,69,2026-01-10,solved,medium,2026-01-13
2257,58,2026-02-14,solved,low,2026-02-26
2258,72,2025-09-25,closed,low,2025-10-02
2259,53,2025-09-14,solved,high,2025-09-22
2260,94,2025-11-07,open,high,
2261,69,2025-09-16,solved,high,2025-09-17
2262,90,2026-01-17,open,medium,
2263,67,2025-11-25,open,low,
2264,79,2025-11-15,solved,medium,2025-11-21
2265,3,2025-12-21,closed,low,2025-12-30
2266,6,2025-10-02,closed,high,2025-10-04
2267,65,2026-01-10,pending,medium,
2268,5,2025-11-13,solved,high,2025-11-16
2269,73,2025-09-13,solved,urgent,2025-09-13
2270,46,2026-02-24,pending,medium,
2271,64,2026-02-02,open,high,
2272,119,2026-02-06,closed,high,2026-02-09
2273,80,2025-12-30,closed,medium,2026-01-09
2274,66,2026-02-26,solved,low,2026-03-08
2275,99,2026-01-17,open,medium,
2276,69,2025-10-26,closed,medium,2025-10-31
2277,93,2025-11-18,solved,medium,2025-11-24
2278,117,2026-01-24,solved,medium,2026-01-30
2279,70,2025-09-18,solved,high,2025-09-25
2280,56,2025-09-18,open,high,
2281,82,2025-10-18,solved,low,2025-10-26
2282,43,2025-09-27,solved,high,2025-09-28
2283,22,2026-01-04,solved,high,2026-01-08
2284,18,2026-01-07,solved,low,2026-01-16
2285,34,2025-12-11,pending,medium,
2286,3,2025-11-21,solved,medium,2025-11-27
2287,49,2026-01-13,solved,medium,2026-01-19
2288,24,2025-10-25,solved,low,2025-11-05
2289,30,2026-01-20,open,high,
2290,8,2026-02-12,closed,low,2026-02-23
2291,69,2025-12-03,pending,high,
2292,31,2025-12-04,solved,medium,2025-12-10
2293,12,2025-10-28,closed,high,2025-11-02
2294,75,2026-01-15,solved,low,2026-01-27
2295,86,2025-12-28,solved,medium,2026-01-04
2296,100,2025-11-19,solved,medium,2025-11-25
2297,37,2025-11-16,open,medium,
2298,111,2026-02-24,closed,low,2026-03-07
2299,60,2025-11-05,solved,low,2025-11-16
2300,113,2026-02-14,solved,urgent,2026-02-17
2301,19,2026-03-07,open,low,
2302,46,2026-02-11,solved,low,2026-02-21
2303,106,2025-11-03,solved,medium,2025-11-10
2304,30,2026-02-08,pending,medium,
2305,2,2025-09-24,closed,medium,2025-10-01
2306,70,2025-12-23,open,medium,
2307,46,2025-10-28,closed,medium,2025-11-05
2308,48,2026-02-07,solved,low,2026-02-17
2309,39,2025-10-16,pending,low,
2310,58,2026-01-07,open,low,
2311,96,2025-11-05,solved,low,2025-11-14
2312,113,2025-12-10,open,high,
2313,62,2026-02-14,solved,low,2026-02-22
2314,21,2025-10-23,solved,medium,2025-10-30
2315,118,2026-02-09,solved,urgent,2026-02-09
2316,73,2025-10-29,closed,medium,2025-11-06
2317,74,2026-01-22,closed,low,2026-02-02
2318,91,2026-02-28,solved,low,2026-03-10
2319,27,2025-11-17,solved,high,2025-11-23
2320,95,2026-02-20,solved,low,2026-02-28
2321,21,2025-09-23,closed,medium,2025-09-28
2322,118,2025-12-22,closed,medium,2026-01-01
2323,43,2025-12-30,pending,medium,
2324,114,2025-10-31,closed,low,2025-11-08
2325,25,2025-11-28,solved,high,2025-12-01
2326,66,2026-03-10,open,high,
2327,41,2026-02-12,solved,medium,2026-02-18
2328,47,2026-01-31,pending,low,
2329,34,2025-12-21,open,medium,
2330,107,2026-01-10,solved,urgent,2026-01-10
2331,109,2026-02-11,open,low,
2332,24,2026-02-23,closed,low,2026-03-01
2333,30,2025-12-25,open,high,
2334,118,2026-01-25,closed,medium,2026-02-04
2335,101,2025-11-29,pending,urgent,
2336,14,2026-03-11,pending,medium,
2337,47,2026-01-08,open,low,
2338,54,2026-03-11,open,urgent,
2339,81,2025-10-13,open,low,
2340,97,2026-02-22,closed,high,2026-02-22
2341,38,2026-01-01,solved,high,2026-01-05
2342,45,2026-01-27,solved,medium,2026-02-04
2343,27,2026-01-24,open,high,
2344,26,2025-11-24,solved,low,2025-12-03
2345,81,2026-02-16,closed,medium,2026-02-22
2346,61,2025-09-27,solved,low,2025-10-05
2347,44,2025-12-09,open,high,
2348,117,2026-01-06,pending,low,
2349,100,2025-10-23,solved,high,2025-10-28
2350,88,2026-02-17,open,medium,
2351,51,2025-11-01,open,medium,
2352,53,2025-12-07,closed,low,2025-12-17
2353,95,2026-02-20,open,high,
2354,56,2025-10-31,pending,medium,
2355,75,2026-01-18,pending,medium,
2356,49,2025-09-13,solved,low,2025-09-25
2357,57,2026-01-09,closed,low,2026-01-20
2358,22,2025-10-23,solved,low,2025-11-06
2359,112,2025-12-23,closed,high,2025-12-23
2360,37,2025-12-03,closed,medium,2025-12-07
2361,37,2025-11-26,solved,low,2025-12-07
2362,39,2025-09-23,solved,high,2025-09-27
2363,100,2026-01-24,closed,low,2026-01-31
2364,35,2025-11-30,closed,medium,2025-12-08
2365,5,2026-01-20,solved,low,2026-01-31
2366,44,2026-03-01,closed,urgent,2026-03-01
2367,80,2025-11-09,closed,high,2025-11-12
2368,27,2026-01-05,closed,low,2026-01-14
2369,119,2026-03-01,solved,medium,2026-03-09
2370,72,2026-01-16,closed,urgent,2026-01-20
2371,75,2026-01-04,solved,low,2026-01-16
2372,39,2025-12-23,pending,high,
2373,27,2026-02-21,solved,medium,2026-02-27
2374,75,2025-10-11,pending,low,
2375,82,2025-12-19,solved,low,2025-12-27
2376,49,2025-09-17,closed,high,2025-09-20
2377,74,2025-12-16,closed,low,2025-12-25
2378,74,2025-10-28,solved,low,2025-11-06
2379,15,2026-01-16,solved,low,2026-01-26
2380,105,2025-12-04,closed,medium,2025-12-11
2381,29,2025-10-12,open,medium,
2382,98,2025-09-27,closed,low,2025-10-06
2383,24,2026-02-27,solved,medium,2026-03-05
2384,3,2026-02-18,solved,high,2026-02-20
2385,113,2026-01-14,solved,low,2026-01-26
2386,20,2025-10-13,closed,low,2025-10-25
2387,40,2026-02-03,closed,low,2026-02-09
2388,69,2026-02-17,solved,high,2026-02-24
2389,43,2026-01-26,pending,low,
2390,26,2025-09-26,closed,medium,2025-10-01
2391,88,2026-02-06,open,low,
2392,18,2026-02-19,solved,low,2026-02-28
2393,91,2026-01-29,closed,low,2026-02-05
2394,37,2025-10-31,pending,high,
2395,90,2026-02-12,open,low,
2396,8,2026-03-09,open,medium,
2397,111,2025-10-10,open,high,
2398,17,2025-11-10,solved,medium,2025-11-16
2399,31,2025-09-16,closed,medium,2025-09-26
2400,54,2026-03-11,open,high,
2401,7,2025-10-27,closed,low,2025-11-08
2402,65,2025-12-06,solved,low,2025-12-13
2403,106,2025-09-24,closed,high,2025-09-26
2404,61,2025-11-08,closed,low,2025-11-20
2405,59,2026-02-08,solved,low,2026-02-21
2406,34,2025-11-25,closed,medium,2025-12-04
2407,50,2025-12-14,closed,urgent,2025-12-21
2408,120,2026-01-03,solved,medium,2026-01-12
2409,53,2025-11-17,closed,low,2025-11-25
2410,1,2025-11-17,closed,low,2025-11-27
2411,77,2026-02-26,closed,medium,2026-03-02
2412,59,2026-01-22,solved,medium,2026-01-30
2413,85,2025-11-15,open,high,
2414,62,2025-12-23,solved,medium,2025-12-30
2415,119,2026-01-04,closed,medium,2026-01-10
2416,10,2025-10-06,closed,urgent,2025-10-06
2417,31,2026-01-13,open,low,
2418,5,2025-10-17,solved,urgent,2025-10-21
2419,26,2026-02-07,pending,urgent,
2420,96,2025-12-01,closed,low,2025-12-11
2421,15,2025-11-12,closed,low,2025-11-21
2422,40,2025-09-24,closed,low,2025-10-02
2423,41,2026-02-19,pending,high,
2424,23,2026-01-20,solved,medium,2026-01-28
2425,75,2025-12-27,closed,low,2026-01-07
2426,41,2025-12-13,solved,high,2025-12-20
2427,14,2025-11-13,solved,low,2025-11-21
2428,73,2025-12-29,pending,low,
2429,73,2025-10-03,solved,high,2025-10-05
2430,15,2025-09-22,solved,medium,2025-09-30
2431,54,2025-09-22,open,urgent,
2432,115,2026-01-20,open,low,
2433,2,2025-11-01,closed,low,2025-11-09
2434,96,2025-11-29,solved,low,2025-12-08
2435,114,2026-01-12,solved,low,2026-01-22
2436,86,2025-11-14,pending,medium,
2437,55,2026-03-07,open,medium,
2438,24,2025-12-06,pending,low,
2439,104,2025-11-04,solved,low,2025-11-08
2440,97,2026-02-19,closed,low,2026-03-03
2441,51,2026-02-08,open,low,
2442,88,2026-01-15,solved,low,2026-01-25
2443,63,2026-01-07,closed,medium,2026-01-14
2444,19,2025-12-06,solved,medium,2025-12-11
2445,26,2026-01-24,solved,medium,2026-01-29
2446,23,2026-01-07,solved,low,2026-01-20
2447,39,2026-01-27,solved,high,2026-02-01
2448,26,2026-01-08,solved,medium,2026-01-12
2449,31,2026-02-23,open,low,
2450,35,2025-12-22,solved,high,2025-12-23
2451,3,2025-12-20,solved,low,2025-12-30
2452,7,2025-10-19,closed,low,2025-10-29
2453,80,2025-12-23,closed,low,2026-01-04
2454,12,2026-03-04,open,low,
2455,56,2026-02-22,pending,high,
2456,50,2025-12-06,solved,high,2025-12-10
2457,55,2026-02-18,solved,low,2026-02-25
2458,89,2025-10-30,closed,low,2025-11-13
2459,49,2025-11-15,solved,medium,2025-11-20
2460,74,2026-01-15,solved,urgent,2026-01-18
2461,37,2025-12-08,closed,urgent,2025-12-09
2462,36,2026-02-27,closed,low,2026-03-08
2463,111,2026-01-20,open,medium,
2464,26,2025-09-18,open,medium,
2465,66,2026-03-06,pending,low,
2466,101,2025-11-14,closed,medium,2025-11-22
2467,54,2026-02-15,open,low,
2468,12,2026-01-16,solved,medium,2026-01-25
2469,87,2026-02-23,closed,low,2026-03-04
2470,12,2025-11-04,closed,low,2025-11-17
2471,18,2025-11-17,closed,medium,2025-11-21
2472,118,2025-10-10,solved,medium,2025-10-18
2473,78,2026-02-28,solved,low,2026-03-11
2474,98,2026-01-09,solved,medium,2026-01-16
2475,86,2025-11-17,closed,urgent,2025-11-17
2476,17,2025-11-11,solved,low,2025-11-19
2477,28,2026-01-13,open,medium,
2478,54,2026-02-14,open,urgent,
2479,76,2025-10-08,closed,low,2025-10-19
2480,109,2025-12-22,closed,high,2025-12-26
2481,97,2026-01-09,closed,high,2026-01-14
2482,12,2026-03-12,pending,low,
2483,34,2025-10-30,closed,high,2025-11-05
2484,25,2025-11-30,closed,high,2025-12-05
2485,42,2026-02-12,closed,urgent,2026-02-12
2486,86,2025-12-13,closed,high,2025-12-15
2487,106,2026-02-17,closed,medium,2026-02-22
2488,14,2026-02-12,pending,medium,
2489,33,2026-02-20,solved,medium,2026-02-27
2490,8,2026-01-18,closed,urgent,2026-01-18
2491,94,2025-09-26,closed,medium,2025-10-05
2492,73,2025-12-12,closed,low,2025-12-22
2493,41,2025-12-26,pending,high,
2494,62,2025-10-06,open,low,
2495,90,2025-12-26,solved,low,2026-01-04
2496,95,2026-03-11,open,medium,
2497,1,2026-02-19,solved,medium,2026-02-26
2498,60,2025-12-20,solved,medium,2025-12-26
2499,113,2025-09-13,solved,medium,2025-09-19
2500,35,2026-01-24,closed,low,2026-02-03
2501,85,2025-12-19,closed,high,2025-12-20
2502,38,2026-02-14,closed,medium,2026-02-19
2503,31,2026-02-27,solved,high,2026-03-03
2504,2,2025-10-06,open,high,
2505,117,2026-03-04,pending,low,
2506,98,2026-02-28,open,low,
2507,13,2025-12-28,closed,medium,2026-01-05
2508,6,2025-11-12,pending,high,
2509,59,2025-10-04,closed,low,2025-10-14
2510,79,2026-01-10,solved,medium,2026-01-15
2511,68,2025-10-09,solved,high,2025-10-11
2512,81,2026-01-26,open,high,
2513,51,2025-10-09,solved,high,2025-10-16
2514,104,2025-11-07,closed,medium,2025-11-12
2515,47,2026-02-26,solved,urgent,2026-03-03
2516,26,2025-11-08,pending,medium,
2517,11,2026-02-26,closed,high,2026-03-05
